0.1312,0.4492,0.0000,0.4240,0.3156,0.5774,0.5922,0.1696,0.5774,0.5922,0.3392,0.2352,0.5922,0.5922,0.7234,0.5922,0.6770,0.9270,0.7840,0.7840,0.6800,0.7544,0.7574,0.8082
0.4448,0.2140,0.4566,0.5952,0.5952,0.6578,0.6578,0.4448,0.6578,0.6578,0.0000,0.3614,0.6578,0.6578,0.6504,0.4240,0.4240,1.0000,1.0000,1.0000,0.5508,0.4122,0.8422,0.8274
0.3392,0.1312,0.3452,0.4704,0.4704,0.4704,0.4704,1.0000,0.8539,0.8539,0.0000,0.3392,0.6164,0.3392,0.4240,1.0000,0.8688,0.2870,0.1070,0.3930,0.7691,0.6399,1.0000,1.0000
0.1461,0.2117,0.2382,0.1461,0.1461,0.0000,0.0656,0.2890,0.0000,0.0656,0.1696,0.0000,0.0656,0.0656,0.0656,0.8496,0.7691,0.7766,0.7766,0.7766,0.8422,0.7883,0.2234,0.3392
0.0730,0.0656,0.1070,0.1800,0.1726,0.1918,0.1918,0.1070,0.1070,0.1070,0.4896,0.2042,0.3082,0.1726,0.4240,0.7883,0.7883,0.4048,0.2544,0.5848,0.7883,0.7883,0.6770,0.8200
0.8422,0.4566,0.4566,0.8200,0.8200,0.7544,0.7544,0.9152,0.7766,0.7766,0.3156,0.7426,0.7544,0.7544,0.7544,0.7426,0.7544,0.7840,0.6918,0.8496,0.8082,0.6770,0.8082,0.7352
0.3601,0.3836,0.6608,0.4913,0.4913,0.6608,0.6608,0.3836,0.5296,0.5296,1.0000,0.2773,0.7860,0.4913,0.8304,1.0000,1.0000,0.8539,0.8688,1.0000,1.0000,1.0000,1.0000,1.0000
0.7130,0.4122,0.7012,0.3392,0.6608,0.3392,0.3392,0.7130,0.4704,0.4704,0.1070,0.1800,0.3392,0.2870,0.7958,0.6608,0.6608,0.8688,0.8688,1.0000,0.6608,0.5296,0.9152,0.9152
0.3008,0.1800,0.2117,0.5922,0.4462,0.5996,0.5878,0.1461,0.5996,0.5878,0.0000,0.5531,0.5878,0.5878,0.6164,0.7574,0.7574,0.7227,0.7227,1.0000,0.8304,0.7227,0.7012,0.7860
0.1918,0.4970,0.3496,0.2766,0.3422,0.6504,0.6504,0.3496,0.6504,0.6504,0.0848,0.1918,0.6504,0.5118,0.6504,0.6726,0.6726,0.7426,0.6800,0.7426,0.7456,0.7574,0.6726,0.6070
0.1696,0.0848,0.1070,0.2574,0.2574,0.0000,0.1386,0.1070,0.0000,0.1386,0.1070,0.3392,0.2042,0.0730,0.0730,0.7035,0.7035,0.5296,0.3836,0.3836,0.6844,0.5531,0.2352,0.4257
0.4469,0.3008,0.4704,0.4492,0.5878,0.5531,0.5531,0.3156,0.4704,0.4704,0.4226,0.0000,0.5996,0.2382,0.6578,0.6187,0.6187,0.4240,0.3156,0.5965,0.7574,0.7574,0.7691,0.6813
0.4226,0.3601,0.2531,0.4492,0.5508,0.5309,0.5309,0.4226,0.5309,0.5309,0.2117,0.1070,0.5309,0.4152,0.6770,0.4240,0.5774,0.6918,0.6386,0.6918,0.6187,0.6187,0.7574,0.5296
0.5508,0.4122,0.4704,0.5309,0.4462,0.6578,0.6888,0.5922,0.6578,0.6888,0.4122,0.4704,0.6504,0.6548,1.0000,0.6992,0.5878,0.8688,0.8688,0.9270,0.7227,0.8688,0.7012,0.8688
0.1847,0.1484,0.0782,0.2834,0.3424,0.1927,0.1927,0.2629,0.4649,0.4649,0.1145,0.4444,0.1847,0.2596,0.4206,0.5351,0.5351,0.3662,0.2755,0.4206,0.5351,0.5351,0.5351,0.4649
0.2574,0.3304,0.1918,0.4691,0.4691,0.5952,0.7204,0.3230,0.5952,0.7204,0.4913,0.1070,0.7204,0.7204,0.7204,0.5000,0.5000,0.5848,0.5340,0.5848,0.5730,0.5730,0.8274,0.5848
0.4852,0.8688,0.3392,0.3601,0.3156,1.0000,1.0000,0.6399,1.0000,1.0000,0.6992,0.5148,1.0000,1.0000,1.0000,0.5148,0.5818,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
0.3496,0.3614,0.2766,0.3496,0.3496,0.2426,0.3614,0.2766,0.0000,0.3422,0.3614,0.7234,0.3496,0.3614,0.5848,0.6386,0.6386,0.5030,0.7204,0.9344,0.7574,0.7574,0.5656,0.8200
0.2382,0.2352,0.0730,0.4078,0.3496,0.4035,0.4035,0.4226,0.5222,0.5222,0.0000,0.4808,0.3008,0.4035,0.5626,0.4469,0.4469,0.3836,0.4684,0.4684,0.3644,0.3644,0.6608,0.6844
0.7840,0.6844,0.5087,0.6262,0.6262,0.7574,0.7574,0.6548,0.6548,0.6548,0.3836,0.3614,0.5743,0.6187,0.7648,0.7618,0.7618,0.5552,0.5626,0.6621,0.7648,0.6992,0.7883,0.8200
0.3930,0.1386,0.3304,0.5000,0.4344,0.4270,0.4270,0.5000,0.4344,0.4344,0.0000,0.3930,0.4270,0.5000,0.5000,0.1070,0.1070,0.3200,0.4152,0.5000,0.4374,0.3304,0.2234,0.5000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0980,0.1266,0.0000,0.0000,0.0000,0.0000
0.4406,0.5061,0.3276,0.3410,0.3276,0.4406,0.4502,0.0000,0.0000,0.0000,0.4653,0.4406,0.3561,0.6439,0.4502,0.5251,0.4120,0.2184,0.5594,0.5594,0.5308,0.5308,0.3561,0.6191
0.9152,0.8539,0.5818,0.7618,0.7883,0.6164,0.5434,0.3836,0.1070,0.1070,0.0000,0.7860,0.0000,0.7860,0.7618,0.8304,0.8304,0.0730,0.4469,0.5818,0.8688,0.8688,1.0000,0.8688
0.3163,0.3276,0.1378,0.3969,0.2877,0.2318,0.2318,0.3163,0.3163,0.3163,0.0000,0.3847,0.2318,0.4008,0.2318,0.2184,0.2184,0.6972,0.6724,0.6534,0.4216,0.3124,0.4120,0.7283
0.5531,0.7648,0.3392,0.6992,0.7035,0.6992,0.6992,0.4566,0.6262,0.6262,0.1696,0.9344,0.5531,0.7883,0.8614,0.7574,0.6262,0.3392,0.6157,0.7544,0.7574,0.6187,0.9344,0.8496
0.3813,0.3422,0.2766,0.5538,0.2544,0.6621,0.6621,0.4704,0.7648,0.7648,0.1461,0.5626,0.5340,0.6504,0.6621,0.8930,0.8930,0.7456,0.7234,0.6578,0.9152,0.9152,0.8496,0.8614
0.1145,0.0702,0.1145,0.2960,0.2517,0.3457,0.3457,0.2960,0.5319,0.5319,0.1145,0.2052,0.3616,0.3662,0.0907,0.0000,0.0000,0.7166,0.5714,0.5477,0.5351,0.5351,0.2722,0.5714
0.3972,0.4059,0.3211,0.3972,0.6566,0.6789,0.6653,0.0000,0.0000,0.0000,0.1610,0.5805,0.6653,0.6653,0.6789,0.5941,0.5180,0.0000,0.5941,0.5215,0.7860,0.8621,0.7047,0.7773
0.5508,0.4035,0.2988,0.4926,0.4586,0.4926,0.4926,0.4586,0.4926,0.4926,0.5118,0.3960,0.4926,0.4926,0.7426,1.0000,1.0000,0.5922,0.5118,0.7574,1.0000,1.0000,0.9344,0.8930
0.5700,0.3392,0.4240,1.0000,1.0000,1.0000,1.0000,0.8304,1.0000,1.0000,0.8539,0.3452,1.0000,1.0000,1.0000,0.6608,0.6608,0.6992,0.8539,0.6992,0.8304,0.6844,1.0000,1.0000
0.3392,0.3392,0.4704,0.3392,0.3392,0.3392,0.3392,0.5087,0.6164,0.6164,0.1696,0.7958,0.3392,0.4852,0.3392,1.0000,1.0000,0.7840,0.8614,0.8614,1.0000,1.0000,1.0000,0.9344
0.3836,0.6888,0.0000,0.6187,0.5087,0.5531,0.5531,0.9152,0.7840,0.7840,0.0000,0.7840,0.1696,0.6379,0.7426,0.9270,0.9270,0.7618,0.7648,0.7618,0.9270,0.9270,0.9344,0.8614
0.4660,0.4970,0.3813,0.8614,0.7840,0.8082,0.8082,0.8304,0.8082,0.8082,0.1696,0.2352,0.8082,0.8082,0.8082,0.7958,0.8930,0.8614,0.7883,0.8614,0.8304,0.8304,0.8304,1.0000
0.2988,0.1696,0.3156,0.3836,0.3836,0.0000,0.3601,0.2140,0.0000,0.3392,0.0000,0.4970,0.1696,0.5434,0.4344,0.5000,0.5000,0.3392,0.5309,0.5000,0.5000,0.5000,0.6696,0.6696
0.1918,0.3379,0.1504,0.3379,0.3230,0.3718,0.3718,0.3230,0.4970,0.4970,0.4048,0.2574,0.4970,0.3230,0.3718,0.3496,0.3614,0.1312,0.2796,0.2890,0.4344,0.4344,0.4226,0.5414
0.3452,0.1696,0.0000,0.5626,0.6040,0.5626,0.5626,0.4462,0.4462,0.4462,0.0000,0.1461,0.5626,0.3392,0.6040,0.0000,0.0000,0.4462,0.2382,0.6070,0.4469,0.3156,0.5531,0.6262
0.6386,0.5656,0.5192,0.5730,0.5848,0.5848,0.5848,0.5848,0.6070,0.6070,0.4004,0.5000,0.5222,0.5730,0.5730,0.7766,0.7766,0.4926,0.4344,0.4152,0.8422,0.8422,0.5730,0.5656
0.5531,0.3836,0.5531,0.0000,0.2773,0.6144,0.6144,0.6262,0.6144,0.6144,0.2352,0.2140,0.6144,0.6144,0.6144,0.7840,0.7840,0.5222,0.5952,0.5222,0.8496,0.8496,0.7456,0.6844
0.4852,0.6164,0.3392,0.6844,0.6992,0.3156,0.3008,0.0000,0.0000,0.0000,0.0848,0.5030,0.0730,0.5148,0.3644,0.1918,0.1800,0.2773,0.6992,0.3621,0.4882,0.4882,0.3112,0.3813
0.0000,0.0984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2852,0.0000,0.0984,0.1969,0.4957,0.4195,0.2227,0.1832,0.0000,0.5043,0.4059,0.3665,0.3442
0.4257,0.3718,0.1386,0.8496,0.7766,0.5922,0.5922,0.7234,0.7234,0.7234,0.5626,0.2140,0.5074,0.5296,0.4778,0.8274,0.8200,0.7958,0.7227,0.6844,0.8496,0.9152,0.7648,0.7840
0.7840,0.8688,0.6608,0.9152,0.9152,0.8688,0.8688,0.7958,0.0000,0.8688,0.0000,0.8539,0.8539,0.8688,0.7456,1.0000,1.0000,0.9270,0.9344,0.8614,1.0000,0.8688,1.0000,1.0000
0.0000,0.1461,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1461,0.1461,0.0730,0.0656,0.0000,0.0000,0.0000,0.1696,0.1696,0.4048,0.1696,0.3156,0.0000,0.0000,0.1696,0.3813
0.3392,0.0000,0.4852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1312,0.0000,0.0000,0.0000,0.6399,0.6399,0.0000,0.2140,0.3836,0.7860,0.7860,0.6992,0.5531
0.8539,1.0000,0.6992,1.0000,0.8688,1.0000,1.0000,1.0000,1.0000,1.0000,0.1312,0.9344,1.0000,1.0000,0.8304,0.8930,0.8930,1.0000,1.0000,1.0000,0.9270,0.9270,1.0000,1.0000
0.3561,0.3561,0.4502,0.5251,0.3561,0.5251,0.5251,0.5212,0.4939,0.4939,0.4653,0.5745,0.4406,0.5442,0.6534,0.4909,0.4909,0.6686,0.6972,0.8375,0.6876,0.5784,0.6724,0.8718
0.3008,0.5531,0.0000,0.7110,0.7958,0.8274,0.8274,0.7012,0.0000,0.7958,0.4492,0.8274,0.6813,0.6888,0.8614,0.7035,0.7035,0.7574,0.6992,0.7840,0.8496,0.7840,0.8496,0.8614
0.1696,0.1696,0.0730,0.1696,0.1696,0.1696,0.1696,0.2309,0.0848,0.1504,0.1696,0.1070,0.1696,0.1578,0.1696,0.8614,0.8614,0.3230,0.1504,0.2426,0.9270,0.9270,0.5030,0.6164
